Год,Муниципалитет,Пол,Возрастная группа,Причина смерти,Стандартный вес группы,Число умерших,Численность населения
2023,Район 1,Мужчины,50-54,Острые респираторные заболевания,7,0,126
2023,Район 1,Мужчины,55-59,Болезни сердца,"6,5",2,123
2023,Район 1,Мужчины,55-59,Другие болезни органов дыхания,"6,5",0,123
2023,Район 1,Мужчины,55-59,Другие болезни системы кровообращения,"6,5",1,123
2023,Район 1,Мужчины,55-59,Острые респираторные заболевания,"6,5",0,123
2023,Район 1,Мужчины,60-64,Болезни сердца,6,1,105
2023,Район 1,Мужчины,60-64,Другие болезни органов дыхания,6,0,105
2023,Район 1,Мужчины,60-64,Другие болезни системы кровообращения,6,0,105
2023,Район 1,Мужчины,60-64,Острые респираторные заболевания,6,0,105
2023,Район 1,Мужчины,65-69,Болезни сердца,"5,5",4,77
2023,Район 1,Мужчины,65-69,Другие болезни органов дыхания,"5,5",0,77
2023,Район 1,Мужчины,65-69,Другие болезни системы кровообращения,"5,5",0,77
2023,Район 1,Мужчины,65-69,Острые респираторные заболевания,"5,5",0,77
2023,Район 1,Мужчины,70-74,Болезни сердца,5,2,32
2023,Район 1,Мужчины,70-74,Другие болезни органов дыхания,5,0,32
2023,Район 1,Мужчины,70-74,Другие болезни системы кровообращения,5,0,32
2023,Район 1,Мужчины,70-74,Острые респираторные заболевания,5,0,32
2023,Район 1,Мужчины,75-79,Болезни сердца,4,0,32
2023,Район 1,Мужчины,75-79,Другие болезни органов дыхания,4,0,32
2023,Район 1,Мужчины,75-79,Другие болезни системы кровообращения,4,0,32
2023,Район 1,Мужчины,75-79,Острые респираторные заболевания,4,0,32
2023,Район 1,Мужчины,80-84,Болезни сердца,"2,5",0,9
2023,Район 1,Мужчины,80-84,Другие болезни органов дыхания,"2,5",0,9
2023,Район 1,Мужчины,80-84,Другие болезни системы кровообращения,"2,5",0,9
2023,Район 1,Мужчины,80-84,Острые респираторные заболевания,"2,5",0,9
2023,Район 1,Мужчины,85+,Болезни сердца,"2,5",2,9
2023,Район 1,Мужчины,85+,Другие болезни органов дыхания,"2,5",0,9
2023,Район 1,Мужчины,85+,Другие болезни системы кровообращения,"2,5",0,9
2023,Район 1,Мужчины,85+,Острые респираторные заболевания,"2,5",0,9
2023,Район 1,Мужчины,до 1,Болезни сердца,1,0,29
2023,Район 1,Мужчины,до 1,Другие болезни органов дыхания,1,0,29
2023,Район 1,Мужчины,до 1,Другие болезни системы кровообращения,1,0,29
2023,Район 1,Мужчины,до 1,Острые респираторные заболевания,1,0,29
2023,Район 2,Женщины,1-4,Болезни сердца,4,0,62
2023,Район 2,Женщины,1-4,Другие болезни органов дыхания,4,0,62
2023,Район 2,Женщины,1-4,Другие болезни системы кровообращения,4,0,62
2023,Район 2,Женщины,1-4,Острые респираторные заболевания,4,0,62
2023,Район 2,Женщины,10-14,Болезни сердца,"5,5",0,101
2023,Район 2,Женщины,10-14,Другие болезни органов дыхания,"5,5",0,101
2023,Район 2,Женщины,10-14,Другие болезни системы кровообращения,"5,5",0,101
2023,Район 2,Женщины,10-14,Острые респираторные заболевания,"5,5",0,101
2023,Район 2,Женщины,15-19,Болезни сердца,"5,5",0,76
2023,Район 2,Женщины,15-19,Другие болезни органов дыхания,"5,5",0,76
2023,Район 2,Женщины,15-19,Другие болезни системы кровообращения,"5,5",0,76
2023,Район 2,Женщины,15-19,Острые респираторные заболевания,"5,5",0,76
2023,Район 2,Женщины,20-24,Болезни сердца,6,0,41
2023,Район 2,Женщины,20-24,Другие болезни органов дыхания,6,0,41
2023,Район 2,Женщины,20-24,Другие болезни системы кровообращения,6,0,41
2023,Район 2,Женщины,20-24,Острые респираторные заболевания,6,0,41
2023,Район 2,Женщины,25-29,Болезни сердца,6,0,66
2023,Район 2,Женщины,25-29,Другие болезни органов дыхания,6,0,66
